Branch,Component,Gender,abdominalextensiondepthsitting,acromialheight,acromionradialelength,anklecircumference,thumbtipreach,tibialheight,tragiontopofhead,trochanterionheight,verticaltrunkcircumferenceusa,waistbacklength,waistbreadth,waistcircumference,waistdepth,waistfrontlengthsitting,waistheightomphalion,wristcircumference,wristheight,weight_kg,stature_m,BMI,BMI_class,Height_class,
947,Combat Service Support,Regular Army,Female,282,1325,337,199,828,433,130,853,1590,415,316,972,256,343,989,163,748,83.4,1.626,31.54459589,Overweight,Normal
948,Combat Service Support,Regular Army,Female,256,1329,302,186,827,451,132,848,1608,446,290,922,253,344,975,160,798,75,1.616,28.71961082,Overweight,Normal
949,Combat Service Support,Regular Army,Female,236,1317,311,161,724,416,126,812,1605,424,299,895,216,370,946,143,780,61.9,1.602,24.11935143,Normal,Normal
950,Combat Support,Regular Army,Female,232,1354,319,163,799,452,122,848,1543,464,308,885,210,335,980,156,799,67.5,1.667,24.29028292,Normal,Normal
951,Combat Support,Regular Army,Female,255,1367,334,158,810,436,132,859,1605,436,309,910,231,385,1015,153,802,70.2,1.645,25.94211066,Overweight,Normal
952,Combat Service Support,Regular Army,Female,210,1385,315,177,793,470,123,863,1566,422,289,827,191,350,1018,159,810,65.9,1.67,23.62938793,Normal,Normal
953,Combat Support,Regular Army,Female,227,1336,304,178,800,434,129,822,1571,415,285,840,200,335,990,156,787,71.2,1.621,27.09654782,Overweight,Normal
954,Combat Support,Regular Army,Female,274,1437,326,218,801,470,120,916,1717,427,357,1032,267,394,1056,170,887,102.8,1.721,34.70814267,Overweight,Tall
955,Combat Support,Regular Army,Female,226,1334,318,184,766,433,121,804,1623,425,298,903,217,397,973,172,801,75.9,1.606,29.42731879,Overweight,Normal
956,Combat Support,Regular Army,Female,244,1277,298,169,769,416,132,787,1502,410,301,875,204,360,936,154,746,65.9,1.567,26.83783149,Overweight,Normal
957,Combat Support,Regular Army,Female,190,1400,315,166,819,458,132,876,1574,443,291,790,177,354,1034,154,859,64.4,1.72,21.76852353,Normal,Tall
958,Combat Support,Regular Army,Female,239,1319,296,190,785,425,140,804,1577,432,307,875,213,342,959,160,792,68.9,1.639,25.64846122,Overweight,Normal
959,Combat Support,Regular Army,Female,284,1436,338,190,828,481,124,916,1610,420,325,983,248,382,1083,167,860,86.3,1.73,28.83490929,Overweight,Tall
960,Combat Support,Regular Army,Female,306,1378,308,200,839,462,136,874,1651,465,386,1139,293,375,1008,172,842,94.9,1.682,33.54395212,Overweight,Normal
961,Combat Support,Regular Army,Female,216,1400,332,167,837,465,126,877,1635,459,273,792,191,398,1022,149,825,63,1.72,21.29529475,Normal,Tall
962,Combat Support,Regular Army,Female,297,1478,347,203,874,495,126,945,1685,483,400,1133,270,416,1066,176,876,106.9,1.783,33.62598531,Overweight,Tall
963,Combat Support,Regular Army,Female,228,1339,313,161,797,433,135,848,1517,418,303,881,222,345,975,155,796,63.9,1.641,23.72923274,Normal,Normal
964,Combat Support,Regular Army,Female,228,1282,290,184,738,393,134,790,1548,434,322,907,225,377,924,155,788,68.3,1.568,27.77976624,Overweight,Normal
965,Combat Service Support,Army National Guard,Female,228,1348,327,164,808,455,118,888,1488,395,288,850,206,334,1038,154,774,63,1.64,23.42355741,Normal,Normal
966,Combat Service Support,Army National Guard,Female,257,1262,297,190,781,423,126,803,1525,416,304,945,260,385,919,162,745,71.8,1.556,29.65550056,Overweight,Normal
967,Combat Service Support,Army National Guard,Female,296,1345,304,200,849,460,131,881,1567,454,348,1069,286,378,988,167,788,87.4,1.647,32.21990342,Overweight,Normal
968,Combat Service Support,Army National Guard,Female,246,1318,318,165,795,431,121,841,1598,428,308,920,204,369,978,162,777,75.2,1.63,28.30366216,Overweight,Normal
969,Combat Service Support,Army National Guard,Female,327,1320,322,194,788,430,118,824,1638,420,376,1095,280,361,937,157,797,85.2,1.587,33.8287337,Overweight,Normal
970,Combat Service Support,Army National Guard,Female,296,1338,317,187,816,430,142,845,1622,472,334,1039,269,367,970,162,802,82.7,1.627,31.24139398,Overweight,Normal
971,Combat Service Support,Army National Guard,Female,193,1350,311,149,781,444,129,839,1485,394,267,765,179,337,1008,146,810,55.9,1.638,20.83454464,Normal,Normal
972,Combat Service Support,Army National Guard,Female,292,1344,327,179,828,451,130,867,1603,453,349,1042,266,382,985,161,799,82.1,1.644,30.37662576,Overweight,Normal
973,Combat Service Support,Army National Guard,Female,246,1297,306,162,792,416,125,799,1552,412,296,880,223,388,947,166,765,66.3,1.603,25.80159083,Overweight,Normal
974,Combat Service Support,Army National Guard,Female,215,1392,312,169,816,468,119,881,1585,464,284,811,188,347,1054,161,833,63.8,1.713,21.74232348,Normal,Tall
975,Combat Service Support,Army National Guard,Female,245,1414,338,175,834,491,123,914,1586,470,341,987,244,383,1062,161,815,79.9,1.721,26.97646498,Overweight,Tall
976,Combat Service Support,Army National Guard,Female,203,1271,312,175,766,393,130,780,1489,414,281,793,184,352,933,147,750,58.9,1.573,23.80443344,Normal,Normal
977,Combat Service Support,Army National Guard,Female,253,1317,302,185,797,426,129,827,1588,434,320,918,228,403,959,162,775,76.1,1.619,29.03293617,Overweight,Normal
978,Combat Service Support,Army National Guard,Female,274,1259,304,174,744,403,114,791,1546,462,332,1040,267,401,864,148,733,67.2,1.524,28.9333912,Overweight,Small
979,Combat Service Support,Army National Guard,Female,210,1314,310,154,800,416,130,813,1535,434,276,803,195,358,955,154,777,54.1,1.605,21.00134898,Normal,Normal
980,Combat Service Support,Army National Guard,Female,232,1309,308,161,783,427,124,824,1514,408,291,838,208,374,978,164,780,69.7,1.617,26.65709,Overweight,Normal
981,Combat Service Support,Army National Guard,Female,230,1320,316,154,808,451,128,866,1500,426,282,878,233,343,983,154,779,61.6,1.601,24.03245005,Normal,Normal
982,Combat Service Support,Army National Guard,Female,286,1423,328,188,804,491,128,945,1587,420,347,1040,288,366,1072,167,857,85.2,1.703,29.37719316,Overweight,Tall
983,Combat Service Support,Army National Guard,Female,210,1293,300,151,796,423,124,807,1472,400,263,785,182,321,951,146,770,58.2,1.574,23.49165037,Normal,Normal
984,Combat Service Support,Army National Guard,Female,255,1311,313,178,820,436,130,818,1614,439,303,943,251,397,939,166,779,74.2,1.596,29.12984215,Overweight,Normal
985,Combat Service Support,Army National Guard,Female,207,1290,322,159,763,426,130,840,1503,416,271,800,209,348,961,156,727,60.9,1.602,23.72970117,Normal,Normal
986,Combat Service Support,Army National Guard,Female,242,1316,311,172,779,433,130,818,1502,445,314,916,229,333,967,158,790,69,1.599,26.98684802,Overweight,Normal
987,Combat Service Support,Army National Guard,Female,268,1339,308,158,743,443,130,831,1585,461,323,961,253,385,963,162,806,67.5,1.632,25.34331747,Overweight,Normal
988,Combat Service Support,Army National Guard,Female,270,1373,316,192,799,434,130,845,1675,476,367,1065,270,396,967,179,846,88.6,1.66,32.15270721,Overweight,Normal
989,Combat Service Support,Army National Guard,Female,227,1277,303,161,800,418,122,799,1500,405,297,847,204,307,954,162,735,65.2,1.568,26.51889838,Overweight,Normal
990,Combat Service Support,Army National Guard,Female,269,1340,326,191,815,453,128,853,1583,425,346,1020,267,354,1010,165,774,82.6,1.639,30.74837296,Overweight,Normal
991,Combat Service Support,Army National Guard,Female,222,1325,319,147,834,434,123,857,1461,389,265,790,190,317,1005,147,758,55.6,1.591,21.96516309,Normal,Normal
992,Combat Service Support,Army National Guard,Female,267,1326,315,176,812,427,137,827,1575,464,292,887,213,380,953,150,774,71.9,1.628,27.12814445,Overweight,Normal
993,Combat Service Support,Army National Guard,Female,268,1339,321,182,848,429,126,826,1603,467,311,975,246,352,953,164,780,82.2,1.615,31.51568596,Overweight,Normal
994,Combat Service Support,Army National Guard,Female,276,1379,325,182,831,475,140,902,1670,470,362,1100,287,365,1029,173,813,96.5,1.68,34.19075964,Overweight,Normal
995,Combat Service Support,Army National Guard,Female,237,1325,307,161,797,446,127,883,1422,430,303,896,238,346,979,151,793,62.4,1.59,24.68256794,Normal,Normal
996,Combat Service Support,Army National Guard,Female,170,1271,314,143,768,421,118,831,1360,382,235,660,166,320,965,142,713,43.5,1.563,17.80620221,Underweight,Normal
997,Combat Service Support,Army National Guard,Female,260,1353,322,165,817,436,140,825,1597,480,348,1021,236,398,945,168,803,75.3,1.641,27.96261699,Overweight,Normal
998,Combat Service Support,Regular Army,Female,226,1408,322,156,758,463,129,900,1509,416,273,790,199,321,1057,148,838,55.3,1.71,18.91180192,Normal,Tall
999,Combat Service Support,Regular Army,Female,220,1289,289,155,708,400,131,779,1507,423,283,816,196,372,926,147,766,57.8,1.566,23.56917185,Normal,Normal
1000,Combat Service Support,Regular Army,Female,244,1300,321,178,732,441,121,821,1535,414,332,966,218,313,936,162,748,71.3,1.573,28.81589312,Overweight,Normal
1001,Combat Service Support,Regular Army,Female,245,1385,315,187,716,466,130,888,1606,415,334,966,235,353,1029,160,841,77.6,1.669,27.85794316,Overweight,Normal
1002,Combat Support,Regular Army,Female,217,1306,305,174,733,429,133,817,1536,385,287,809,201,331,972,156,788,65.5,1.607,25.36352122,Overweight,Normal
1003,Combat Service Support,Regular Army,Female,200,1339,306,156,707,459,130,873,1467,424,271,787,176,334,986,161,788,57.8,1.633,21.67481847,Normal,Normal
1004,Combat Service Support,Regular Army,Female,280,1383,311,178,793,464,126,892,1632,423,306,907,229,393,1023,164,815,84.3,1.699,29.20389759,Overweight,Normal
1005,Combat Service Support,Regular Army,Female,236,1355,308,167,755,442,127,848,1517,416,302,877,209,346,972,161,824,67,1.638,24.97163669,Normal,Normal
1006,Combat Support,Regular Army,Female,250,1351,317,168,801,453,130,850,1551,379,310,878,221,362,1006,158,764,76.4,1.634,28.61470376,Overweight,Normal
1007,Combat Service Support,Regular Army,Female,197,1383,319,174,763,461,131,868,1551,386,260,734,168,327,1029,157,824,66.3,1.66,24.0600958,Normal,Normal
1008,Combat Service Support,Regular Army,Female,241,1290,312,175,714,434,133,854,1485,415,282,861,225,351,950,165,752,67.1,1.604,26.08037263,Overweight,Normal
1009,Combat Service Support,Regular Army,Female,227,1381,325,169,775,456,129,876,1568,437,314,885,215,363,1007,158,825,70.6,1.693,24.63149573,Normal,Normal
1010,Combat Support,Regular Army,Female,207,1326,302,164,691,436,124,834,1511,404,285,820,198,318,981,148,803,63.6,1.595,24.99975433,Normal,Normal
1011,Combat Service Support,Regular Army,Female,207,1387,327,168,758,466,129,888,1515,415,274,796,187,341,1038,160,822,64.6,1.694,22.51156593,Normal,Normal
1012,Combat Service Support,Regular Army,Female,223,1344,293,172,673,437,134,847,1549,418,291,835,204,333,984,158,833,65.8,1.626,24.88770275,Normal,Normal
1013,Combat Arms,Regular Army,Female,247,1337,308,175,704,416,130,842,1586,422,323,922,223,378,959,167,812,78.9,1.613,30.32552083,Overweight,Normal
1014,Combat Support,Regular Army,Female,196,1315,297,163,713,427,126,853,1475,422,255,769,190,364,955,150,794,58.5,1.614,22.4568483,Normal,Normal
1015,Combat Arms,Regular Army,Female,196,1319,314,157,734,432,122,872,1516,412,279,812,189,344,972,147,774,58.9,1.63,22.16869284,Normal,Normal
1016,Combat Arms,Regular Army,Female,240,1422,332,174,760,463,133,899,1614,442,338,973,233,361,1044,165,861,78.5,1.716,26.65846197,Overweight,Tall
1017,Combat Service Support,Regular Army,Female,274,1251,295,164,691,405,125,795,1533,391,325,952,247,368,905,147,746,67.6,1.51,29.64782246,Overweight,Small
1018,Combat Service Support,Regular Army,Female,299,1340,322,181,776,443,136,868,1677,492,385,1113,305,403,953,168,812,86.2,1.639,32.08849575,Overweight,Normal
1019,Combat Service Support,Regular Army,Female,251,1288,294,143,688,410,135,819,1528,424,306,907,217,389,889,146,787,60.5,1.576,24.35807416,Normal,Normal
1020,Combat Service Support,Regular Army,Female,309,1409,327,208,782,455,140,909,1658,411,345,1068,297,359,1044,160,856,95,1.677,33.77983159,Overweight,Normal
1021,Combat Service Support,Regular Army,Female,238,1369,328,167,760,478,129,924,1508,415,275,843,211,340,1021,165,804,64.9,1.669,23.29871792,Normal,Normal
1022,Combat Service Support,Regular Army,Female,230,1320,304,167,722,425,126,849,1500,397,265,755,178,298,980,145,770,61.6,1.592,24.30494179,Normal,Normal
1023,Combat Service Support,Regular Army,Female,239,1319,323,171,707,412,128,812,1590,420,317,910,210,365,949,151,781,71.5,1.606,27.72138726,Overweight,Normal
1024,Combat Service Support,Regular Army,Female,253,1313,321,192,728,421,130,837,1566,411,310,943,248,362,943,155,791,76.5,1.597,29.99518901,Overweight,Normal
1025,Combat Service Support,Regular Army,Female,207,1322,310,183,658,420,129,853,1543,431,292,819,192,323,968,155,792,65.2,1.61,25.15335057,Overweight,Normal
1026,Combat Support,Regular Army,Female,250,1489,351,184,789,507,123,1018,1569,457,303,905,240,347,1129,155,876,77.3,1.811,23.56907798,Normal,Tall
1027,Combat Arms,Regular Army,Female,243,1363,321,165,764,432,128,846,1614,456,358,1018,257,362,961,157,825,73.4,1.639,27.32361471,Overweight,Normal
1028,Combat Service Support,Regular Army,Female,198,1325,302,155,728,435,130,834,1515,412,277,757,170,322,987,142,787,54.9,1.635,20.53699184,Normal,Normal
1029,Combat Service Support,Regular Army,Female,233,1467,340,177,802,476,123,928,1664,428,327,893,202,358,1060,157,872,80.2,1.751,26.15785187,Overweight,Tall
1030,Combat Service Support,Regular Army,Female,237,1327,321,169,736,432,130,835,1534,416,292,849,205,375,971,150,775,69.5,1.626,26.28716324,Overweight,Normal
1031,Combat Arms,Regular Army,Female,204,1378,323,173,773,440,135,851,1596,414,273,768,179,348,1020,157,828,64.7,1.688,22.70698098,Normal,Normal
1032,Combat Support,Regular Army,Female,234,1302,290,169,688,417,133,833,1486,382,303,850,208,324,949,153,793,65.7,1.588,26.05339797,Overweight,Normal
1033,Combat Service Support,Regular Army,Female,302,1363,324,184,728,424,123,841,1669,462,373,1090,283,373,950,161,821,87.1,1.635,32.58236774,Overweight,Normal
1034,Combat Service Support,Regular Army,Female,228,1323,310,153,724,441,120,881,1388,421,269,835,220,347,989,140,776,58,1.624,21.99155524,Normal,Normal
1035,Combat Service Support,Regular Army,Female,261,1340,315,183,742,430,127,864,1616,437,327,946,252,368,982,156,815,79.6,1.634,29.81322539,Overweight,Normal
1036,Combat Service Support,Regular Army,Female,219,1450,361,168,802,495,126,958,1578,443,283,852,216,372,1089,163,851,76.1,1.749,24.87740279,Normal,Tall
1037,Combat Service Support,Regular Army,Female,177,1343,316,168,759,439,123,866,1554,440,263,741,173,361,978,151,785,57.6,1.646,21.25997853,Normal,Normal
1038,Combat Support,Regular Army,Female,286,1321,342,186,726,420,130,845,1641,396,347,1060,262,369,948,172,773,87,1.6,33.984375,Overweight,Normal
1039,Combat Support,Regular Army,Female,280,1347,316,178,776,458,120,891,1555,420,325,1017,266,364,978,155,793,76.6,1.6,29.921875,Overweight,Normal
1040,Combat Support,Regular Army,Female,206,1244,294,162,683,411,126,804,1414,384,278,782,169,312,920,145,738,54.8,1.517,23.81274147,Normal,Small
1041,Combat Support,Regular Army,Female,286,1361,329,192,754,434,122,868,1613,425,351,1030,258,404,976,169,784,82.6,1.659,30.01147049,Overweight,Normal
1042,Combat Support,Regular Army,Female,208,1428,332,172,728,463,136,897,1638,425,312,853,187,393,1007,159,855,65.1,1.718,22.05640205,Normal,Tall
1043,Combat Support,Regular Army,Female,216,1265,286,157,700,405,133,803,1480,397,292,881,206,356,898,147,758,57,1.533,24.25440058,Normal,Small
1044,Combat Support,Regular Army,Female,237,1303,301,172,736,409,131,810,1578,447,330,948,220,334,931,154,783,71.9,1.592,28.36891745,Overweight,Normal
1045,Combat Service Support,Regular Army,Female,222,1334,312,184,777,450,138,852,1560,400,297,846,203,331,988,155,792,72.6,1.636,27.12501719,Overweight,Normal
1046,Combat Service Support,Regular Army,Female,217,1331,324,181,746,442,130,857,1546,402,303,875,209,342,988,166,780,71.6,1.648,26.36322933,Overweight,Normal
1047,Combat Service Support,Regular Army,Female,267,1362,323,181,742,430,132,837,1660,440,339,982,249,383,983,164,809,83.2,1.669,29.86831019,Overweight,Normal
1048,Combat Service Support,Regular Army,Female,185,1391,344,160,738,452,124,865,1519,416,288,791,177,338,1005,146,799,60.4,1.655,22.05164246,Normal,Normal
1049,Combat Service Support,Regular Army,Female,244,1447,341,185,741,493,128,940,1625,430,282,844,222,394,1091,169,879,76.4,1.77,24.3863513,Normal,Tall
1050,Combat Service Support,Regular Army,Female,273,1441,351,189,803,493,123,951,1657,481,349,1028,253,385,1063,164,846,93.4,1.752,30.42836888,Overweight,Tall
1051,Combat Service Support,Regular Army,Female,186,1424,331,151,744,460,133,918,1543,418,265,768,172,354,1066,156,860,57.3,1.741,18.90414674,Normal,Tall
1052,Combat Service Support,Regular Army,Female,194,1316,300,159,706,416,135,835,1492,388,273,775,174,340,954,144,809,58.2,1.608,22.50872503,Normal,Normal
1053,Combat Service Support,Regular Army,Female,183,1333,311,157,708,425,128,845,1483,424,258,718,176,349,961,163,798,55.3,1.636,20.66134229,Normal,Normal
1054,Combat Support,Regular Army,Female,255,1275,296,185,718,411,132,810,1551,405,292,871,218,347,943,155,781,69.8,1.555,28.86653364,Overweight,Normal
1055,Combat Support,Regular Army,Female,212,1309,307,171,688,413,130,801,1524,401,288,840,193,342,955,146,789,64,1.573,25.86559831,Overweight,Normal
1056,Combat Support,Regular Army,Female,194,1320,306,165,717,410,137,824,1531,429,257,719,178,337,955,152,805,59,1.623,22.3982956,Normal,Normal
1057,Combat Support,Regular Army,Female,214,1266,300,157,728,420,119,819,1433,402,260,811,202,339,934,139,748,60.4,1.534,25.66765654,Overweight,Small
1058,Combat Support,Regular Army,Female,238,1257,289,175,708,401,132,811,1519,417,331,920,226,331,921,144,769,66.6,1.543,27.9732146,Overweight,Small
1059,Combat Support,Regular Army,Female,220,1449,318,167,763,476,131,943,1613,428,282,812,191,355,1089,162,898,67,1.744,22.02834357,Normal,Tall
1060,Combat Support,Regular Army,Female,218,1333,304,184,721,431,131,843,1543,414,288,814,194,355,980,152,819,63.3,1.623,24.03071376,Normal,Normal
1061,Combat Support,Regular Army,Female,234,1294,293,174,720,424,136,797,1586,426,272,818,207,388,934,153,794,61.8,1.587,24.53774346,Normal,Normal
1062,Combat Service Support,Regular Army,Female,222,1276,280,170,680,409,125,815,1551,420,292,844,199,335,926,147,791,64.5,1.563,26.40229982,Overweight,Normal
1063,Combat Service Support,Regular Army,Female,208,1358,318,154,729,452,135,891,1531,404,265,787,195,355,1012,142,827,58.2,1.655,21.24843694,Normal,Normal
1064,Combat Service Support,Regular Army,Female,270,1354,324,189,721,431,122,848,1668,400,321,948,227,377,986,150,801,79.6,1.612,30.63253884,Overweight,Normal
1065,Combat Support,Regular Army,Female,207,1332,312,158,732,420,127,831,1510,436,292,834,187,320,963,152,787,60.9,1.636,22.75363012,Normal,Normal
1066,Combat Support,Regular Army,Female,255,1421,348,185,787,459,133,909,1676,447,339,972,236,379,1033,160,831,82.3,1.709,28.17835977,Overweight,Tall
1067,Combat Service Support,Regular Army,Female,209,1275,304,172,713,412,128,840,1420,387,265,763,181,314,940,147,751,56.7,1.547,23.6920386,Normal,Small
1068,Combat Service Support,Regular Army,Female,185,1351,311,148,698,432,126,864,1475,419,263,710,155,355,986,144,809,51,1.657,18.57484332,Normal,Normal
1069,Combat Support,Regular Army,Female,215,1405,330,155,755,467,132,903,1513,405,283,805,192,356,1045,148,834,60.1,1.695,20.91871808,Normal,Normal
1070,Combat Support,Regular Army,Female,217,1414,329,174,843,495,127,948,1522,410,290,843,196,352,1070,150,829,71.6,1.72,24.2022715,Normal,Tall
1071,Combat Support,Regular Army,Female,242,1310,315,173,700,429,128,837,1615,425,298,866,209,335,958,153,780,68.1,1.587,27.03916391,Overweight,Normal
1072,Combat Service Support,Regular Army,Female,287,1402,343,189,821,471,130,925,1701,426,345,981,252,378,1026,173,826,94,1.676,33.46415206,Overweight,Normal
1073,Combat Support,Regular Army,Female,230,1419,330,164,800,473,132,913,1600,443,283,840,208,365,1045,152,864,68.6,1.726,23.02727423,Normal,Tall
1074,Combat Service Support,Regular Army,Female,231,1335,313,164,724,409,132,832,1619,410,304,866,213,363,944,158,801,67.1,1.616,25.69447848,Overweight,Normal
1075,Combat Service Support,Regular Army,Female,213,1436,331,187,793,468,133,941,1578,411,248,745,180,358,1083,162,852,68.9,1.747,22.57529385,Normal,Tall
1076,Combat Support,Regular Army,Female,243,1417,331,170,758,476,135,906,1568,453,324,930,218,381,1038,158,828,78.6,1.705,27.03795117,Overweight,Tall
1077,Combat Service Support,Regular Army,Female,223,1398,330,167,803,468,122,930,1553,410,276,824,199,331,1061,155,833,70.4,1.685,24.79549877,Normal,Normal
1078,Combat Support,Regular Army,Female,193,1321,290,138,710,423,122,841,1497,410,211,669,171,366,955,151,790,50.4,1.594,19.83599099,Normal,Normal
1079,Combat Support,Regular Army,Female,190,1387,328,153,757,445,129,888,1517,447,281,769,185,352,1008,150,804,59.8,1.687,21.01217547,Normal,Normal
1080,Combat Support,Regular Army,Female,205,1403,342,177,814,478,126,946,1546,425,295,877,192,357,1049,161,813,76,1.7,26.29757785,Overweight,Tall
1081,Combat Support,Regular Army,Female,252,1375,322,173,837,445,132,883,1651,431,324,970,235,374,1005,152,822,78,1.658,28.37432575,Overweight,Normal
1082,Combat Service Support,Regular Army,Female,244,1279,298,179,718,415,128,842,1543,392,306,880,221,326,967,154,777,71.2,1.562,29.18219362,Overweight,Normal
1083,Combat Support,Regular Army,Female,238,1374,306,157,776,445,133,900,1574,448,318,870,229,355,981,150,835,66.5,1.658,24.19093157,Normal,Normal
1084,Combat Support,Regular Army,Female,230,1393,330,162,721,434,130,871,1622,435,322,900,205,384,1005,158,832,73.5,1.688,25.79541115,Overweight,Normal
1085,Combat Service Support,Regular Army,Female,219,1219,292,160,716,385,132,779,1441,386,250,752,194,328,894,147,712,54.4,1.524,23.42226907,Normal,Small
1086,Combat Support,Regular Army,Female,225,1327,304,175,702,447,131,849,1542,417,283,805,193,350,976,162,800,67.8,1.611,26.12393611,Overweight,Normal
1087,Combat Support,Regular Army,Female,237,1324,309,172,762,453,132,903,1476,405,274,842,213,346,967,147,770,64.8,1.627,24.47935103,Normal,Normal
1088,Combat Service Support,Regular Army,Female,253,1332,306,172,730,426,134,856,1582,429,308,917,230,352,948,162,803,66.3,1.614,25.45109474,Overweight,Normal
1089,Combat Support,Regular Army,Female,236,1294,318,193,741,421,126,838,1566,407,293,853,197,323,975,165,738,77.9,1.598,30.5059046,Overweight,Normal
1090,Combat Service Support,Regular Army,Female,240,1353,295,173,725,448,139,876,1575,422,335,953,223,356,977,157,824,70.2,1.643,26.00530701,Overweight,Normal
1091,Combat Support,Regular Army,Female,207,1327,315,162,750,459,127,865,1414,384,288,816,194,362,988,150,776,59.2,1.611,22.8102805,Normal,Normal
1092,Combat Service Support,Regular Army,Female,211,1243,290,163,697,400,122,799,1489,420,275,778,197,300,899,150,734,56.3,1.52,24.36807479,Normal,Small
1093,Combat Service Support,Regular Army,Female,285,1395,331,198,783,458,128,894,1694,450,331,963,258,390,1019,182,815,92.7,1.697,32.1896348,Overweight,Normal
1094,Combat Service Support,Regular Army,Female,253,1365,292,183,838,453,126,907,1620,425,333,931,239,344,1003,167,800,80.1,1.64,29.78138013,Overweight,Normal
1095,Combat Service Support,Regular Army,Female,222,1386,315,188,728,448,132,873,1646,413,308,889,209,352,999,161,847,77.2,1.672,27.61498134,Overweight,Normal
1096,Combat Support,Regular Army,Female,223,1364,324,169,762,466,129,912,1516,375,269,805,209,360,1045,162,793,70.4,1.662,25.48652472,Overweight,Normal
1097,Combat Service Support,Regular Army,Female,196,1322,320,158,758,427,126,854,1435,405,276,776,186,323,994,147,775,59,1.601,23.01809339,Normal,Normal
1098,Combat Support,Regular Army,Female,199,1302,316,181,742,428,132,817,1571,399,292,795,185,361,942,150,765,64,1.58,25.63691716,Overweight,Normal
1099,Combat Support,Regular Army,Female,250,1377,321,189,737,447,129,887,1691,432,314,936,231,393,989,165,818,84.2,1.676,29.97533621,Overweight,Normal
1100,Combat Service Support,Regular Army,Female,207,1249,290,168,728,398,120,756,1490,388,247,702,171,299,916,149,718,54.6,1.536,23.14249674,Normal,Small
1101,Combat Support,Regular Army,Female,262,1302,303,177,720,431,123,840,1542,395,305,918,237,358,950,148,762,71.5,1.561,29.34271096,Overweight,Normal
1102,Combat Service Support,Regular Army,Female,224,1211,289,171,696,392,120,784,1483,412,281,828,217,333,869,140,717,57.5,1.475,26.42918702,Overweight,Small
1103,Combat Service Support,Army National Guard,Female,182,1238,283,166,717,414,130,828,1416,357,238,698,169,313,943,146,730,52.2,1.532,22.24093149,Normal,Small
1104,Combat Service Support,Regular Army,Female,239,1350,322,173,759,456,128,876,1537,416,295,839,207,332,1016,150,787,72.5,1.646,26.75952159,Overweight,Normal
1105,Combat Service Support,Regular Army,Female,202,1352,314,142,718,443,134,859,1527,452,275,774,190,347,984,144,797,51.7,1.657,18.82979215,Normal,Normal
1106,Combat Service Support,Army National Guard,Female,215,1344,307,157,714,441,134,859,1561,429,294,828,205,365,986,152,805,63.1,1.648,23.23351635,Normal,Normal
1107,Combat Support,Army Reserve,Female,202,1323,311,181,702,444,124,867,1432,422,249,722,188,298,972,140,801,53.7,1.586,21.34852723,Normal,Normal
1108,Combat Service Support,Army National Guard,Female,199,1317,311,159,718,426,120,834,1535,439,288,805,194,358,961,154,785,59.7,1.609,23.06015611,Normal,Normal
1109,Combat Service Support,Army National Guard,Female,228,1271,307,152,710,424,132,807,1507,391,289,821,210,324,918,151,732,60.7,1.562,24.87863978,Normal,Normal
1110,Combat Service Support,Army Reserve,Female,199,1212,271,167,691,399,130,771,1466,407,284,797,194,314,883,153,730,57.7,1.507,25.40676137,Overweight,Small
1111,Combat Service Support,Army National Guard,Female,194,1181,274,159,683,385,128,756,1425,380,262,764,189,337,867,141,688,49.9,1.468,23.15519456,Normal,Small
1112,Combat Service Support,Army National Guard,Female,227,1333,300,172,734,426,127,840,1604,439,288,847,213,365,971,160,820,68.7,1.636,25.66788816,Overweight,Normal
1113,Combat Support,Regular Army,Female,206,1294,301,173,696,421,130,833,1564,408,305,863,213,385,926,157,787,68,1.585,27.06763924,Overweight,Normal
1114,Combat Support,Regular Army,Female,232,1305,308,166,747,416,127,838,1530,426,312,868,214,365,930,152,785,63.2,1.607,24.47289375,Normal,Normal
1115,Combat Service Support,Regular Army,Female,235,1361,311,172,754,454,128,861,1613,430,316,907,225,349,995,157,824,77.6,1.657,28.26289886,Overweight,Normal
1116,Combat Service Support,Regular Army,Female,215,1334,311,159,768,449,132,859,1568,449,313,883,204,342,951,149,801,63.8,1.606,24.7360071,Normal,Normal
1117,Combat Service Support,Regular Army,Female,264,1394,326,183,746,468,130,918,1672,435,335,946,242,351,1029,159,852,78.3,1.705,26.93475288,Overweight,Tall
1118,Combat Service Support,Regular Army,Female,203,1309,309,174,770,437,130,857,1463,397,257,735,194,334,973,150,773,60.2,1.605,23.36933842,Normal,Normal
1119,Combat Service Support,Regular Army,Female,248,1365,310,197,774,455,125,882,1632,464,336,952,230,335,987,159,814,77.1,1.666,27.77821813,Overweight,Normal
1120,Combat Service Support,Army Reserve,Female,205,1329,303,160,739,457,137,857,1523,432,298,833,199,380,970,148,791,61.7,1.635,23.08073582,Normal,Normal
1121,Combat Service Support,Regular Army,Female,206,1215,269,155,679,394,134,767,1452,425,253,737,190,349,873,142,710,46.2,1.498,20.5881986,Normal,Small
1122,Combat Service Support,Army National Guard,Female,189,1341,294,159,714,445,130,846,1540,405,255,715,187,332,986,154,806,59.1,1.619,22.54726055,Normal,Normal
1123,Combat Service Support,Army National Guard,Female,226,1269,282,168,665,412,127,809,1520,396,277,808,199,344,931,145,792,57.4,1.559,23.61672443,Normal,Normal
