headbreadth,headcircumference,headlength,tragiontopofhead,neckcircumference,neckcircumferencebase
194,150,576,462,117,375
176,154,592,426,117,389
179,152,582,425,124,397
207,157,588,496,128,393
174,151,561,443,115,404
216,154,597,514,130,393
201,159,580,470,124,412
183,155,582,446,115,407
187,161,576,498,114,384
204,146,564,521,124,363
187,159,585,441,128,378
200,156,556,488,130,452
185,154,567,440,123,384
190,160,580,455,120,421
189,156,568,452,127,385
210,160,603,511,125,439
195,149,561,472,111,371
196,158,588,418,124,397
186,153,555,431,121,366
208,158,560,449,112,426
203,156,584,480,123,466
198,154,571,427,121,421
188,168,593,464,120,449
217,160,590,491,128,430
187,154,579,469,119,371
191,169,594,486,126,420
209,163,613,496,126,439
190,153,560,478,122,402
186,155,560,433,124,403
180,165,577,451,120,382
180,155,566,471,123,392
204,154,574,476,120,373
192,148,544,470,124,408
187,155,574,442,115,367
188,147,558,438,117,379
211,150,560,520,123,378
193,156,571,464,126,366
195,146,569,454,114,386
190,153,578,472,123,409
196,147,558,479,126,386
193,157,585,435,128,410
188,152,575,483,120,404
201,151,566,492,118,393
200,154,570,467,131,407
190,140,535,445,124,402
187,154,548,447,113,394
197,154,588,466,122,393
191,158,588,447,118,383
184,158,568,433,119,375
174,152,557,451,112,363
190,158,585,456,115,402
195,157,576,495,129,395
171,156,544,392,116,377
187,157,584,448,112,385
190,162,598,471,124,452
191,153,562,475,116,347
181,146,556,452,128,341
187,155,577,488,122,440
207,158,594,521,110,436
211,152,600,513,124,403
195,152,560,438,116,420
181,144,558,469,122,391
192,160,575,468,123,432
205,155,587,513,122,373
207,156,562,529,119,355
217,157,585,550,129,376
196,163,596,454,124,465
189,148,574,436,120,355
190,160,572,442,112,416
177,156,588,457,118,400
171,153,573,477,116,370
195,150,558,443,110,367
194,160,580,435,130,364
190,163,593,427,118,415
200,148,576,462,125,392
184,144,557,451,114,370
197,154,598,460,117,405
187,147,565,466,117,380
187,152,578,471,123,364
194,157,579,440,119,442
206,148,579,509,140,366
181,154,548,455,104,364
187,143,585,479,120,390
189,163,600,435,117,433
171,150,584,448,120,372
194,158,586,489,117,380
196,158,587,476,129,454
178,153,549,450,122,399
205,157,578,494,134,416
190,152,596,447,131,470
185,148,575,456,114,405
201,158,589,506,122,394
194,160,599,504,130,448
211,150,574,517,134,381
189,150,572,489,120,367
194,159,572,498,122,409
209,160,593,476,113,428
206,149,567,495,127,342
195,148,569,455,120,414
213,156,595,534,136,382
183,149,555,473,120,390
200,141,553,486,112,402
186,160,574,447,117,431
181,143,558,433,118,355
188,150,560,454,125,432
194,154,588,471,126,399
192,150,565,442,123,373
196,160,582,455,129,418
174,158,596,427,122,408
184,161,577,469,130,414
188,148,571,461,112,384
188,163,583,445,126,409
191,163,597,483,124,422
186,158,563,457,128,401
202,159,577,491,121,409
190,158,570,435,127,391
174,163,553,440,120,376
194,156,603,468,121,415
197,146,564,504,122,332
168,149,546,433,121,383
174,154,567,470,123,388
186,153,576,510,122,385
190,157,579,494,128,413
187,150,570,452,121,407
178,154,583,429,120,349
202,150,587,485,125,381
201,146,573,484,128,385
198,154,564,472,121,400
182,161,559,462,128,379
182,156,586,456,120,370
193,151,555,420,117,389
205,152,582,503,112,380
186,155,577,451,124,380
193,150,588,488,126,363
196,160,583,479,125,421
188,155,570,474,126,365
199,149,590,478,123,378
187,163,596,444,115,384
184,161,587,461,125,432
206,157,597,489,130,411
188,154,578,454,123,389
193,150,578,463,127,435
201,154,582,474,116,374
178,156,574,436,113,382
199,157,576,477,113,386
186,158,588,466,123,375
204,154,575,485,115,404
180,148,566,423,114,370
193,159,595,512,124,412
178,156,567,409,123,403
192,152,567,482,120,430
198,158,601,478,130,421
192,154,588,464,115,380
198,147,577,477,119,382
183,148,562,451,106,394
190,164,572,451,120,388
196,146,564,488,128,363
175,141,569,442,122,348
188,153,576,425,117,382
187,155,585,506,127,398
182,161,579,442,123,380
193,156,567,483,113,382
184,151,561,435,112,371
174,149,561,477,117,377
201,144,567,472,120,410
185,154,559,427,119,365
179,156,568,420,115,380
181,150,567,427,108,385
177,146,543,474,119,340
191,154,584,442,129,392
217,146,596,524,133,395
199,151,574,453,122,390
187,157,589,470,120,385
194,159,598,462,125,417
185,157,578,452,121,380
194,148,584,468,130,415
193,157,585,429,125,415
195,158,592,487,126,424
208,151,564,489,118,387
197,154,568,455,110,385
208,160,589,494,123,371
185,148,553,444,124,365
194,157,586,461,128,410
200,157,578,450,132,390
184,150,547,450,124,393
200,159,601,467,126,384
189,164,570,439,118,382
189,148,540,463,117,367
210,158,577,470,133,415
191,154,572,482,123,370
187,162,600,451,132,427
194,161,592,466,126,395
197,144,546,506,121,380
187,152,593,456,119,403
188,157,577,446,123,389
193,147,581,464,120,375
187,158,585,446,118,357
198,152,569,476,127,357
185,143,571,452,120,408
195,147,551,468,121,353
196,160,594,492,114,432
174,146,537,444,99,365
186,151,585,463,124,387
200,153,577,476,123,369
178,165,568,420,110,399
193,161,573,456,120,410
199,158,597,486,133,373
192,154,566,469,128,375
188,145,547,462,111,372
197,150,584,481,128,411
176,145,548,448,119,405
187,154,577,451,130,405
187,154,570,431,128,410
200,144,555,478,128,350
183,151,556,446,118,380
201,156,575,441,127,415
179,160,593,453,118,378
174,144,565,417,116,370
190,158,581,454,112,381
191,156,588,469,132,381
193,160,595,430,119,445
187,153,569,492,115,365
199,151,570,487,123,365
195,154,586,461,118,416
184,157,562,434,123,381
182,151,585,449,122,388
208,141,571,488,124,362
182,161,597,452,119,377
200,153,557,493,120,365
187,148,554,466,114,385
172,148,538,425,117,340
180,156,592,441,127,372
180,145,548,432,122,395
181,159,568,423,117,394
173,168,588,400,119,394
191,158,571,465,117,407
189,168,617,437,122,452
182,146,566,433,119,365
197,147,564,512,130,395
204,164,597,466,125,390
178,157,552,430,124,393
206,144,577,476,140,410
205,159,583,488,131,427
180,158,562,452,121,383
199,158,615,515,134,415
194,149,574,479,142,404
200,155,595,462,121,401
180,157,590,469,124,393
192,160,573,493,125,402
179,153,578,470,125,363
188,157,587,462,124,371
202,154,591,504,122,384
199,159,587,506,119,393
176,157,578,452,124,385
210,158,598,501,115,408
175,151,574,438,128,418
205,152,562,496,119,369
173,150,551,442,118,354
189,152,577,482,111,406
192,153,571,476,111,422
193,160,585,483,121,391
202,157,592,472,130,386
173,154,544,439,117,370
188,148,568,447,118,370
192,162,582,486,122,389
190,148,564,485,117,372
188,159,589,444,131,395
185,149,562,492,130,395
202,155,582,465,121,374
182,151,566,475,120,395
181,155,552,430,109,370
182,162,598,450,131,409
203,154,591,465,117,428
177,162,565,432,112,394
183,154,555,461,119,375
179,158,564,461,129,485
193,155,594,463,129,407
217,161,576,574,131,412
193,150,570,469,122,387
195,162,556,461,130,363
199,152,565,483,113,370
186,150,573,455,122,406
188,155,568,445,122,407
165,141,524,413,117,395
177,146,563,439,111,365
195,152,593,472,134,419
207,160,580,500,121,416
176,155,571,442,117,414
180,152,571,448,113,383
182,152,574,451,126,393
187,150,548,476,125,348
204,155,580,501,126,385
200,150,577,465,126,366
199,159,584,493,119,389
195,145,567,510,114,394
187,142,537,468,107,345
181,156,580,463,118,370
188,149,565,463,117,371
201,150,578,476,123,392
174,152,570,434,115,365
177,159,592,423,126,402
206,148,555,466,118,369
183,153,543,424,109,370
183,151,568,449,122,387
213,156,593,463,127,437
202,150,573,466,120,366
194,152,584,495,134,364
196,158,600,466,120,397
187,148,562,483,116,372
192,157,581,479,122,391
172,153,566,421,111,376
192,153,568,484,119,390
181,167,594,451,125,434
182,141,553,458,130,375
182,148,574,464,122,361
196,147,554,472,128,395
186,160,547,460,125,355
190,154,578,459,122,396
177,152,579,443,124,388
170,151,563,416,108,360
192,161,553,477,118,395
175,153,553,432,121,391
175,152,567,425,116,401
195,150,558,437,127,407
215,150,567,487,116,362
186,153,558,431,122,401
209,154,582,513,115,405
167,158,547,426,122,372
202,148,564,515,118,404
213,162,614,500,131,424
186,152,568,453,114,362
176,154,563,436,122,383
190,152,551,470,127,381
178,149,558,432,127,383
187,147,584,454,121,386
209,156,587,448,130,368
189,155,603,443,134,420
194,152,558,460,122,361
195,154,587,498,111,378
224,154,584,516,134,419
180,158,562,447,114,376
199,153,583,490,125,385
196,154,597,480,127,405
193,154,586,477,132,386
184,147,564,440,128,395
186,152,572,476,127,415
185,155,566,458,118,405
192,152,566,477,122,365
196,157,573,481,123,409
187,167,594,458,129,447
195,158,572,468,114,383
201,153,572,488,124,376
200,163,568,464,118,413
192,155,574,449,125,359
197,157,560,465,121,380
192,152,579,486,124,392
200,163,578,506,121,417
197,150,595,501,117,455
205,152,574,454,118,403
204,160,587,496,136,447
177,147,564,423,120,366
171,156,583,416,111,373
191,152,581,460,117,393
196,151,560,455,117,385
208,158,600,486,138,472
196,152,590,462,127,372
178,149,561,401,117,375
197,149,575,483,131,383
196,157,588,459,131,390
201,152,580,504,134,382
188,155,585,446,129,385
186,149,563,436,123,399
201,163,605,470,120,433
193,157,547,468,126,400
194,152,592,465,130,397
188,160,571,413,121,419
201,144,569,492,117,395
194,148,586,484,121,415
222,159,560,488,125,372
171,156,576,388,121,358
195,155,571,450,126,374
195,152,548,481,114,371
185,150,563,453,119,404
184,148,552,486,125,352
177,150,558,416,115,374
200,148,572,476,128,370
198,150,572,481,115,375
190,157,549,441,121,384
184,155,573,470,122,383
180,146,543,428,105,366
202,151,578,461,134,371
178,149,558,415,117,372
196,156,569,453,121,400
192,150,560,458,129,390
181,158,571,454,131,382
193,151,553,459,127,415
184,151,539,450,118,365
202,155,590,460,128,414
184,150,553,432,121,354
183,154,575,441,128,358
217,158,578,513,126,373
185,147,562,432,133,375
192,153,573,428,139,382
217,158,593,485,126,403
185,152,536,458,116,362
189,154,553,454,126,370
207,153,578,494,127,370
206,155,593,477,121,430
183,151,572,472,125,373
194,162,598,447,134,401
193,158,588,465,126,409
185,157,561,434,120,368
180,149,552,449,118,365
191,147,576,460,128,369
185,159,559,435,123,377
201,154,581,485,124,394
194,159,563,441,117,349
199,151,546,494,118,383
186,163,582,444,121,374
192,154,573,442,123,383
202,152,594,512,138,395
175,151,551,441,114,354
192,147,566,450,132,381
215,160,619,484,128,401
182,153,565,420,118,385
195,157,570,461,122,388
192,145,564,481,118,375
193,147,572,447,124,382
188,150,568,460,124,391
207,151,568,518,134,368
196,157,596,468,137,424
193,160,583,457,126,396
186,163,583,496,120,398
193,155,584,476,116,383
182,152,563,475,130,412
196,150,584,479,121,375
199,155,590,466,125,363
177,151,567,435,110,357
183,146,576,444,120,371
203,150,560,493,128,398
189,153,584,462,122,383
185,155,554,474,128,372
208,159,578,488,132,405
186,150,569,427,117,367
185,153,570,462,130,390
197,157,589,459,125,410
191,159,593,480,124,366
192,152,565,487,133,373
199,161,594,484,123,422
175,162,583,467,120,380
193,148,563,484,131,358
177,147,562,418,117,383
202,161,596,491,129,387
197,145,556,444,127,376
195,163,571,462,117,392
192,158,593,477,127,367
190,151,560,463,110,403
187,159,607,481,118,395
184,154,567,436,132,380
198,153,584,488,119,377
190,153,555,448,141,367
198,144,552,477,121,369
174,147,537,443,121,370
186,164,580,470,123,367
190,149,584,467,127,378
202,154,580,519,133,418
203,153,602,515,138,396
199,153,577,512,126,395
199,148,556,470,121,371
182,139,547,459,113,372
211,153,587,480,129,402
199,150,561,488,124,390
184,158,585,460,114,374
165,149,550,376,115,360
207,149,584,484,130,371
192,166,596,464,123,397
198,149,560,486,127,375
183,162,574,440,121,378
187,152,578,455,139,394
187,150,568,466,131,351
173,150,546,443,111,386
198,157,577,499,125,376
197,149,562,487,120,368
197,157,581,479,122,359
203,153,574,452,130,390
197,162,571,480,125,386
194,154,561,487,111,378
204,156,578,484,130,389
181,145,562,445,119,370
183,150,574,471,122,370
196,152,571,459,124,380
183,156,577,443,117,422
188,162,593,479,128,394
192,153,556,458,123,354
183,150,578,489,122,358
195,158,575,442,119,365
191,154,575,446,118,412
176,150,566,417,118,375
178,144,542,425,126,371
187,155,580,476,125,364
212,165,593,501,130,429
203,148,555,472,125,385
187,161,575,480,125,398
177,163,568,443,125,362
177,150,575,450,123,367
183,164,613,452,140,418
195,151,600,491,124,398
206,160,598,497,128,411
211,146,584,478,130,345
216,163,593,505,123,429
206,154,593,487,120,450
193,155,576,448,123,408
195,148,561,475,120,379
190,153,573,468,140,415
183,154,558,484,121,398
185,154,574,432,119,362
187,148,574,470,128,392
192,153,557,463,127,435
186,153,574,454,121,375
180,148,583,449,130,342
192,155,569,494,134,388
203,150,584,498,114,381
177,157,573,430,120,382
191,156,586,477,124,387
209,155,587,498,132,415
180,158,576,456,108,377
212,149,568,502,133,401
201,151,568,501,135,385
204,161,612,479,133,401
208,158,587,460,131,433
197,167,614,482,120,452
197,152,573,481,126,383
186,150,574,459,118,383
212,157,576,503,123,428
190,156,573,416,126,368
193,152,572,470,120,376
176,162,549,411,121,364
185,160,572,418,126,372
183,155,584,469,126,369
164,154,558,412,121,389
200,155,580,488,138,394
198,158,567,490,129,391
209,156,587,493,125,372
182,144,535,408,109,407
175,160,592,432,112,438
185,161,581,430,118,395
197,148,572,476,119,373
193,145,569,481,138,386
193,163,603,474,126,363
182,150,549,436,122,394
175,154,580,420,132,359
185,156,568,461,117,398
208,148,557,511,122,392
193,156,585,492,130,405
203,162,607,507,122,425
191,159,598,459,129,407
183,153,562,459,124,400
195,155,575,447,134,426
192,162,616,461,115,452
197,153,576,485,131,385
175,153,568,454,124,403
177,152,560,443,118,412
183,158,574,447,123,389
203,161,579,485,130,428
179,147,552,452,120,364
207,157,589,456,128,390
215,154,601,532,126,422
193,160,579,467,121,407
200,155,555,467,125,381
173,170,583,424,126,376
197,148,584,485,119,414
184,166,598,469,119,378
186,158,573,456,123,425
204,146,567,478,125,385
200,147,566,462,129,385
190,153,570,472,116,364
169,150,570,456,129,352
205,155,592,530,120,390
182,151,547,464,116,375
196,151,572,494,129,420
212,159,604,496,128,420
170,145,556,424,117,366
177,154,546,432,120,422
216,147,567,521,125,402
192,156,579,479,127,392
190,149,571,494,121,354
200,157,562,488,119,427
178,142,557,456,112,343
190,150,574,449,134,430
193,153,578,439,122,392
184,147,551,462,116,387
191,150,605,460,121,410
185,152,575,450,120,428
178,145,555,450,115,398
190,154,569,471,119,376
200,155,575,449,113,400
188,157,567,471,111,383
190,161,588,448,128,455
197,149,586,494,121,413
187,148,568,481,122,370
192,164,598,490,125,415
191,157,571,487,114,380
180,151,570,457,115,383
187,153,589,446,126,385
189,152,556,434,112,404
182,153,565,422,114,364
208,152,565,486,125,375
193,163,601,463,122,372
208,157,604,526,124,380
189,148,574,498,115,406
187,155,586,495,123,393
184,149,560,450,112,412
184,160,595,469,115,413
182,148,565,467,122,440
184,149,552,484,115,373
183,156,573,467,126,411
190,156,577,474,135,402
182,148,549,443,122,353
189,147,575,484,130,401
186,144,569,425,122,364
189,144,548,466,105,365
200,163,599,456,128,416
199,155,568,441,116,402
191,152,569,478,125,372
209,161,604,499,128,418
197,160,575,492,130,398
212,162,606,501,131,460
188,145,540,447,114,382
208,148,562,483,122,402
195,154,563,460,126,409
194,155,585,480,130,397
188,156,587,471,134,374
176,150,561,441,112,390
194,147,562,470,127,393
183,148,549,444,119,407
176,155,559,432,115,365
174,159,581,422,125,371
200,157,587,510,130,430
176,147,556,436,118,376
198,162,579,517,119,378
207,158,605,469,138,448
193,154,557,462,122,356
200,153,569,437,122,402
191,155,542,449,120,353
187,152,562,416,121,396
185,157,585,502,132,433
182,153,547,420,118,347
172,157,586,417,135,432
192,155,574,506,136,382
197,156,577,505,127,388
180,157,581,441,124,420
184,156,591,442,127,453
215,169,614,514,142,484
193,151,580,502,121,357
187,158,590,478,122,452
188,159,583,468,129,407
180,147,548,462,107,360
191,147,548,452,123,371
213,163,588,495,136,436
188,156,579,470,124,367
211,151,585,529,136,390
179,156,596,450,121,383
194,160,579,470,120,379
182,151,561,496,125,361
178,165,577,420,117,385
207,155,603,496,138,474
192,153,577,473,121,450
190,151,556,442,115,408
197,159,600,461,117,392
189,155,568,451,115,381
180,154,589,432,125,392
169,148,563,435,124,372
181,154,565,428,120,410
191,150,565,484,124,355
185,164,580,476,117,413
176,151,548,455,120,390
190,160,569,461,121,382
206,153,578,465,110,368
185,161,595,441,125,405
193,158,560,473,124,392
195,155,598,490,128,410
209,149,578,507,134,388
196,155,573,468,120,392
185,151,559,474,124,367
200,150,579,479,123,448
183,161,599,448,126,459
188,158,580,467,123,444
191,158,578,455,137,415
199,161,587,484,127,397
199,155,570,494,123,404
185,156,604,429,136,396
199,155,567,481,130,378
204,149,567,484,126,390
176,155,579,459,120,422
208,151,558,481,129,400
192,154,576,467,119,350
194,153,556,473,120,378
186,158,569,455,130,429
210,147,578,501,119,393
185,144,558,419,115,376
202,165,610,449,129,433
205,153,581,502,114,403
198,151,561,466,118,384
182,152,562,428,136,397
209,154,554,512,137,407
202,147,567,475,122,396
192,173,580,455,130,388
180,153,550,436,119,403
195,158,580,461,115,384
192,150,563,455,120,392
195,155,570,465,125,364
181,155,573,461,123,414
190,150,559,470,126,404
186,153,597,481,117,430
189,153,564,481,115,413
188,157,577,441,126,397
205,157,576,482,125,387
184,158,589,449,129,431
183,158,578,456,113,367
189,153,577,459,126,400
184,158,583,433,128,394
200,150,561,488,124,383
190,160,583,490,125,442
192,152,580,454,117,370
190,152,592,486,129,395
185,158,588,442,125,375
196,160,578,461,118,385
192,149,580,466,122,380
188,150,587,455,127,434
196,157,576,479,123,399
199,155,585,459,122,412
191,144,564,521,130,409
188,155,562,452,133,379
187,151,551,462,120,399
191,158,576,447,123,400
203,151,558,484,124,382
198,157,605,453,124,421
178,157,568,418,124,374
197,148,561,486,125,388
221,159,595,531,144,430
206,147,578,478,130,383
195,153,600,467,130,431
179,152,571,420,117,392
178,148,543,396,111,350
209,162,595,483,126,416
188,151,583,467,132,433
200,146,572,486,134,392
197,148,564,498,140,394
190,164,591,468,128,412
188,151,559,465,124,375
188,152,556,483,126,401
208,159,590,487,128,377
195,151,562,494,126,372
192,157,603,448,135,420
190,153,585,464,119,369
189,148,554,450,128,388
201,159,575,486,123,393
187,147,543,450,116,362
203,162,586,498,125,409
186,158,583,450,125,422
197,151,553,483,120,377
192,159,579,465,137,422
197,150,547,477,119,330
178,153,566,430,123,400
196,153,586,503,113,385
205,160,583,495,128,372
195,153,568,461,119,405
182,153,562,446,123,378
195,150,573,475,124,427
184,153,558,469,120,383
167,162,557,406,119,346
187,154,558,463,121,366
203,160,590,488,134,424
202,140,569,516,128,353
200,160,588,474,126,391
193,161,597,500,122,382
205,169,614,492,137,407
206,155,576,531,133,403
183,154,586,456,109,392
199,168,600,492,128,420
178,152,551,431,115,373
239,169,583,541,134,416
190,156,585,490,131,400
198,156,588,479,124,376
201,156,561,506,120,394
191,140,564,476,115,429
194,153,573,468,111,410
178,147,535,433,113,341
202,160,580,466,130,411
190,151,549,461,125,384
184,158,580,457,120,413
183,142,543,471,115,368
183,161,578,414,125,420
194,155,594,487,121,422
197,152,570,465,126,388
193,154,579,437,124,438
196,160,589,485,134,426
182,146,551,435,127,407
193,154,583,488,118,346
184,149,559,444,129,349
183,152,563,431,115,381
197,151,562,483,120,366
193,148,603,508,129,380
182,150,542,449,118,362
190,158,586,477,131,398
185,158,570,431,122,378
175,174,555,392,125,372
197,160,585,446,137,390
183,155,580,422,116,399
190,153,572,505,128,402
198,152,574,475,130,370
203,153,588,486,122,390
179,156,572,435,122,386
209,164,587,490,125,427
193,160,568,459,127,386
186,153,564,418,118,395
200,159,607,478,128,415
193,164,583,483,137,414
184,155,564,430,121,401
190,157,575,451,121,392
196,153,583,509,124,424
189,151,558,500,127,399
193,155,549,482,123,392
184,143,553,459,121,363
190,150,567,466,133,412
193,158,584,479,127,385
192,158,565,443,126,433
195,158,609,452,130,419
204,144,553,490,126,392
184,151,569,420,132,408
187,154,570,503,129,400
190,153,580,450,120,453
193,163,583,455,117,442
190,156,559,455,130,435
184,155,595,453,118,455
184,165,583,446,130,451
195,158,558,440,128,429
194,167,597,459,122,426
210,161,593,474,127,399
179,147,543,431,115,376
187,153,573,457,143,367
191,161,581,432,126,389
190,156,595,464,125,386
197,153,579,480,123,393
204,152,564,506,128,372
204,148,576,506,125,391
207,157,601,496,134,399
189,157,560,484,122,370
193,166,589,467,122,442
201,151,567,505,128,377
205,147,575,536,124,382
196,159,580,487,123,412
182,151,567,426,121,370
183,158,573,438,128,348
202,155,594,514,132,382
188,155,565,450,123,421
197,162,573,471,123,409
184,156,580,432,120,402
188,153,572,431,127,408
204,150,577,526,130,384
198,160,575,494,120,386
201,145,575,465,119,353
190,155,573,434,120,391
206,142,552,486,129,364
190,153,576,464,115,380
212,151,570,496,114,379
196,155,582,488,118,388
218,155,583,509,127,412
194,153,557,544,127,417
193,163,573,476,121,375
184,169,598,454,123,380
208,165,603,469,137,431
196,158,590,473,120,411
175,156,573,452,124,412
186,149,542,477,106,348
187,152,552,438,111,365
186,153,564,443,121,397
185,154,555,417,130,396
177,155,564,475,118,390
213,151,603,511,133,419
178,152,545,428,121,401
200,150,585,466,119,397
187,155,573,471,126,414
185,171,577,427,133,385
208,155,583,503,117,456
194,160,600,509,115,415
193,148,564,444,117,410
190,153,586,505,122,429
205,161,590,494,132,395
208,157,578,490,125,414
187,156,544,442,118,376
198,143,537,471,117,395
182,158,557,427,133,378
195,145,545,469,127,402
186,161,568,462,113,379
187,146,537,457,115,360
175,150,565,462,123,363
183,146,553,435,125,405
198,160,587,482,125,410
177,153,542,437,112,385
203,159,551,489,122,368
185,153,568,447,117,354
195,144,585,481,116,403
171,141,545,433,119,389
217,154,584,502,126,400
198,150,582,498,120,378
190,154,571,464,116,350
182,154,563,436,115,377
214,153,581,504,125,428
198,157,545,495,112,386
191,159,581,440,123,394
197,156,570,522,122,415
194,149,559,473,127,373
195,159,600,481,125,407
197,153,563,461,115,377
187,160,580,459,118,411
184,160,573,470,123,438
190,152,553,460,127,394
208,151,578,484,124,379
203,162,545,507,126,414
198,152,547,470,123,396
204,157,564,499,119,407
196,158,578,486,139,394
202,155,585,515,130,429
197,164,579,453,121,424
187,153,568,456,126,381
194,152,563,440,125,368
185,157,557,455,127,416
193,158,594,476,130,405
193,142,538,446,118,366
192,155,568,445,126,404
195,155,568,440,121,380
180,151,561,420,117,417
180,148,573,437,124,397
193,148,579,476,114,405
200,163,587,486,125,436
197,153,564,474,125,404
197,150,572,504,127,391
211,158,585,486,129,465
187,156,555,431,116,360
200,151,575,466,130,359
179,146,543,482,121,344
177,158,565,426,120,349
194,161,565,444,131,385
180,153,576,450,117,368
205,157,572,518,121,431
185,140,546,432,121,360
177,153,575,456,117,370
200,170,567,464,133,395
196,150,562,489,125,375
185,141,548,435,114,356
175,151,555,425,117,372
181,164,581,469,125,390
197,148,557,472,124,395
190,163,590,486,131,387
200,153,555,456,123,381
173,151,548,406,112,387
199,152,563,446,122,379
190,150,563,450,129,380
187,151,547,455,113,383
186,158,577,429,131,434
203,159,594,491,130,391
191,157,583,447,119,382
195,150,563,494,123,417
190,149,554,446,129,360
195,154,580,432,125,419
194,155,598,468,121,425
193,163,605,479,129,385
188,160,580,449,131,422
205,155,564,479,124,414
183,167,598,468,119,438
190,153,565,474,127,367
183,153,570,457,125,364
197,141,581,458,116,387
209,148,569,502,130,385
199,147,570,454,124,374
195,144,554,440,115,391
187,150,564,474,126,408
179,153,577,444,137,410
186,157,574,452,114,383
194,152,552,462,131,431
192,143,557,498,132,354
208,148,573,496,128,396
195,160,577,448,120,386
208,153,566,472,120,415
186,156,596,472,134,403
190,157,588,439,118,388
192,153,566,453,120,417
177,143,547,412,123,369
177,150,565,427,122,358
201,151,585,461,123,379
195,153,562,472,124,362
202,155,567,446,130,372
201,143,548,501,125,432
196,148,573,536,119,383
188,151,570,465,131,387
207,155,557,487,126,434
206,161,571,506,126,404
181,152,567,418,113,398
188,163,585,437,119,432
192,167,585,519,119,366
183,153,565,477,125,404
187,156,572,447,117,404
189,152,583,457,124,395
196,145,563,493,118,372
204,160,583,504,132,404
194,156,571,446,112,373
200,158,566,469,135,391
211,151,579,488,131,388
184,148,555,431,108,386
183,152,575,480,128,410
192,153,557,472,111,395
193,155,557,458,119,419
177,156,563,448,114,407
216,154,588,537,127,408
183,147,557,445,113,356
215,158,580,460,126,438
196,157,578,487,120,393
180,153,547,436,108,393
188,155,575,451,126,394
192,150,558,432,130,362
204,158,576,501,126,413
186,166,600,412,119,432
188,152,554,468,120,388
191,158,567,470,117,436
203,160,582,478,126,397
181,160,593,405,125,443
194,155,570,454,131,380
178,148,562,433,112,429
174,157,563,444,120,387
193,155,583,481,128,399
192,150,560,474,129,385
197,150,563,448,118,435
180,146,553,451,117,373
191,159,571,487,116,375
212,155,586,497,113,399
193,150,566,458,120,381
209,153,600,516,132,448
203,150,570,479,119,428
188,153,564,452,120,384
200,152,575,496,121,416
191,154,565,454,120,404
194,155,565,484,125,368
198,158,568,478,121,389
192,155,562,505,119,423
176,152,568,447,115,398
199,163,593,469,126,378
203,160,600,497,129,417
181,145,559,457,119,365
198,160,580,480,134,419
191,149,555,456,126,364
196,160,581,424,124,384
204,160,595,499,129,400
200,155,574,477,119,411
193,160,610,479,123,467
202,146,566,505,121,372
202,151,567,505,136,387
183,148,548,432,126,404
198,159,587,458,131,395
193,147,557,455,115,375
188,148,568,463,125,379
212,156,587,485,126,378
188,155,574,470,118,425
171,157,562,437,122,373
235,155,607,535,124,406
198,151,557,477,122,386
203,157,567,463,117,418
187,145,532,468,115,334
201,145,570,466,115,390
184,153,565,468,125,389
198,158,598,472,113,424
184,161,580,442,110,467
199,159,591,482,125,384
195,148,572,484,119,381
201,147,561,505,129,379
195,158,581,472,128,390
193,158,573,457,129,414
204,150,584,471,131,404
199,148,572,467,119,416
195,160,595,469,130,394
190,153,557,471,123,366
211,152,573,535,122,385
198,167,576,438,128,420
200,168,608,478,124,445
200,163,565,515,126,382
189,164,594,460,137,426
211,157,570,495,130,394
178,149,550,461,120,378
208,156,585,482,126,483
194,146,566,478,117,367
194,156,571,484,127,413
194,150,564,449,118,420
188,146,561,471,111,360
199,159,568,462,121,403
178,160,558,410,120,372
182,149,557,415,120,425
200,155,583,480,125,430
209,153,550,485,114,375
191,153,568,455,123,410
192,158,558,459,118,423
214,151,584,494,125,418
205,150,569,509,117,346
189,155,573,450,124,387
192,149,565,417,114,402
186,168,560,391,115,383
192,150,577,494,114,400
224,153,563,546,134,393
215,157,577,483,125,447
203,152,560,473,128,443
198,158,576,441,124,360
190,148,560,466,123,388
198,153,576,448,120,427
202,163,566,465,119,384
208,152,575,453,117,375
189,155,570,480,118,407
223,150,583,528,137,411
215,147,559,502,131,412
195,156,575,503,130,368
188,153,565,426,121,413
198,150,558,526,125,373
206,160,595,485,126,477
192,147,546,450,126,372
197,153,580,474,140,397
187,163,593,460,123,400
203,158,581,455,120,366
198,163,595,479,129,400
200,155,576,499,127,440
208,160,579,476,139,392
185,157,570,417,122,375
190,161,570,456,128,414
202,158,581,441,123,403
191,155,556,460,122,365
202,155,587,486,129,432
199,140,540,516,115,381
183,159,573,467,120,365
200,161,581,505,125,392
187,159,593,436,125,404
210,153,578,476,132,394
188,158,574,469,127,418
192,162,588,437,132,428
198,147,554,499,131,434
181,150,557,455,124,377
186,152,575,413,125,361
204,158,583,478,130,412
184,148,543,446,116,368
191,150,598,520,128,405
202,153,575,476,136,401
193,152,581,489,117,374
212,156,586,477,132,448
176,165,598,440,120,418
219,151,558,565,127,409
215,167,599,510,112,412
176,138,558,412,113,352
203,153,588,466,124,410
188,143,561,507,124,351
187,154,574,461,119,408
203,155,581,448,124,392
185,155,585,434,125,418
197,152,592,465,132,393
187,158,581,440,113,394
210,166,578,516,114,382
187,153,568,464,110,401
193,153,546,446,122,360
